one_week_perf,one_month_perf,three_month_perf,six_month_perf,one_year_perf,bull_bear_signal,technical_rating,ad_trend,avg_volume_6_days,avg_volume_9_days,avg_volume_12_days,avg_volume_15_days,avg_volume_30_days,q1,q2,q3,q4,capital_fund_to_rwa,npl_to_total_loan,return_on_equity,total_loan_loss_provision_to_npl,symbol,market_cap,stock_bonus,eps_ttm,roa_ttm,roe_ttm,pr_ratio
0.0,0.97,-6.35,-6.75,42.61,-,SL,No Change,111793.0,107186.0,101510.0,107159.0,99825.0,-7.21%,-3.45%,-22.13%,-5.74%,,,,,NHPC (National Hydro Power),5383349447.8,"[{'id': 1528, 'symbol': 'NHPC', 'sector': 'HYDROPOWER', 'bonus': 18.525, 'cash': 0.975, 'total': 19.5, 'fiscal_year': '2077/2078'}]",0.55,-0.01,-0.01,399.62
-10.52,5.98,73.67,72.99,118.0,-,BY,Distribution,101399.0,149653.0,170946.0,160376.0,169579.0,-0.18%,-11.38%,3.26%,34.93%,,,,,NYADI (Nyadi Hydropower Limited),9300000000.0,,-1.05,-0.01,-0.07,-590.99
-10.41,16.38,15.37,47.79,106.17,-,BY,Distribution,243765.0,236712.0,221194.0,218715.0,167175.0,-5.00%,-10.35%,-15.46%,-4.07%,,,,,PHCL (Peoples Hydropower Company Limited),21376000000.0,,-3.51,-0.01,-0.04,-190.49
-0.91,6.81,8.69,11.34,24.55,-,BY,Distribution,41180.0,48303.0,59414.0,63162.0,48339.0,3.26%,-10.41%,1.83%,27.22%,,,,,PMHPL (Panchakanya Mai Hydropower),3466100000.0,,5.16,-0.01,-0.02,61.05
0.92,-0.31,14.14,7.03,17.78,-,BY,Distribution,42270.0,43754.0,48355.0,60826.0,64834.0,2.71%,-12.88%,-19.46%,-4.72%,,,,,PPCL (Panchthar Power Company Ltd.),3060750000.0,"[{'id': 1739, 'symbol': 'PPCL', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 7, 'total': 7, 'fiscal_year': '2078/2079'}]",-16.13,-0.03,-0.07,-19.71
-0.85,-5.65,8.94,15.84,75.68,-,-,Accumulation,36711.0,37201.0,44042.0,43381.0,57225.0,82.50%,-8.75%,88.56%,125.61%,,,,,PPL (Peoples Power Limited),3700710000.0,,8.07,0.04,0.06,72.51
-2.52,5.76,0.66,-11.4,60.86,-,BY,Distribution,112473.0,160401.0,142203.0,150041.0,111863.0,-0.04%,-3.00%,-0.07%,8.67%,,,,,RADHI (Radhi Bidhyut Company),6997777355.4,"[{'id': 1755, 'symbol': 'RADHI', 'sector': 'HYDROPOWER', 'bonus': 4.75, 'cash': 0.25, 'total': 5, 'fiscal_year': '2079/2080'}, {'id': 1756, 'symbol': 'RADHI', 'sector': 'HYDROPOWER', 'bonus': 4.75, 'cash': 0.25, 'total': 5, 'fiscal_year': '2078/2079'}, {'id': 1757, 'symbol': 'RADHI', 'sector': 'HYDROPOWER', 'bonus': 36.5, 'cash': 0, 'total': 36.5, 'fiscal_year': '2076/2077'}, {'id': 1758, 'symbol': 'RADHI', 'sector': 'HYDROPOWER', 'bonus': 5, 'cash': 5, 'total': 10, 'fiscal_year': '2074/2075'}, {'id': 1759, 'symbol': 'RADHI', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 0.6, 'total': 10.6, 'fiscal_year': '2073/2074'}]",7.22,0.04,0.04,55.19
-3.68,12.13,12.28,49.27,93.04,-,BY,Distribution,55220.0,40782.0,33449.0,30373.0,29062.0,,,,,,,,,RAWA (Rawa Energy Development Limited),2562000000.0,,9.64,0.02,0.05,94.92
-3.17,-23.4,-8.33,71.88,159.43,-,SL,Accumulation,59521.0,105051.0,94683.0,97235.0,95579.0,28.13%,-17.82%,32.17%,54.99%,,,,,RFPL (River Falls Power Limited),5775000000.0,,,,,
-0.47,3.93,38.83,59.72,120.77,-,BY,Distribution,49885.0,46845.0,53506.0,53499.0,47814.0,27.35%,-0.87%,27.84%,49.68%,,,,,RHGCL (Rapti Hydro And General Construction Limited),4031570410.2,,-0.79,-0.01,-0.03,-832.32
-2.45,-6.43,-13.62,-6.07,49.41,-,SL,Distribution,101183.0,147738.0,141550.0,140714.0,151843.0,-3.64%,-4.68%,-15.87%,-1.89%,,,,,RHPL (Rasuwagadhi Hydropower Company Limited),28367346600.0,,-0.88,-0.0,-0.01,-469.92
-1.29,-0.82,-7.26,-10.16,20.99,-,-,Distribution,85575.0,88685.0,88337.0,92784.0,100404.0,-5.58%,-8.99%,-22.18%,-4.55%,,,,,RIDI (Ridi Power Company Limited),5343709140.0,"[{'id': 1761, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 40, 'cash': 2.1, 'total': 42.1, 'fiscal_year': '2078/2079'}, {'id': 1762, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 12.6, 'total': 12.6, 'fiscal_year': '2077/2078'}, {'id': 1763, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 5, 'cash': 0.26, 'total': 5.26, 'fiscal_year': '2076/2077'}, {'id': 1764, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 5, 'cash': 0.26, 'total': 5.26, 'fiscal_year': '2075/2076'}, {'id': 1765, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 6, 'cash': 0.3157, 'total': 6.3157, 'fiscal_year': '2074/2075'}, {'id': 1766, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 6, 'cash': 0.3157, 'total': 6.3157, 'fiscal_year': '2073/2074'}, {'id': 1767, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 6, 'cash': 0.32, 'total': 6.32, 'fiscal_year': '2072/2073'}, {'id': 1768, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 10.53, 'total': 10.53, 'fiscal_year': '2071/2072'}, {'id': 1769, 'symbol': 'RIDI', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 0.53, 'total': 10.53, 'fiscal_year': '2070/2071'}]",2.14,-0.03,-0.05,107.24
3.6,5.98,2.87,2.91,8.81,-,BY,Distribution,43313.0,36480.0,31925.0,31551.0,31351.0,,,,,,,,,RURU (Ru Ru Jalbidhyut Pariyojana Limited),4413766716.0,"[{'id': 1799, 'symbol': 'RURU', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 10.5263, 'total': 10.5263, 'fiscal_year': '2079/2080'}, {'id': 1800, 'symbol': 'RURU', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 0.5263, 'total': 10.526299999999999, 'fiscal_year': '2078/2079'}, {'id': 1801, 'symbol': 'RURU', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 0.5263, 'total': 10.526299999999999, 'fiscal_year': '2077/2078'}, {'id': 1802, 'symbol': 'RURU', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 10.5263, 'total': 10.5263, 'fiscal_year': '2076/2077'}]",21.18,0.1,0.11,36.73
-0.89,3.28,-5.83,-16.78,-5.47,-,-,Distribution,138579.0,132518.0,139128.0,172293.0,182430.0,,,,,,,,,SAHAS (Sahas Urja Limited),18937800000.0,,37.56,0.04,0.11,13.34
-6.0,-3.75,23.44,31.47,82.52,-,BY,Distribution,29371.0,31444.0,32497.0,36253.0,53244.0,14.75%,-3.96%,12.90%,34.33%,,,,,SGHC (Swet-Ganga Hydropower & Construction Limited),8984520000.0,,12.88,-0.01,-0.05,43.79
5.55,5.68,-2.15,-3.89,22.31,-,-,Accumulation,208283.0,186593.0,168021.0,174854.0,211354.0,-22.19%,-25.13%,-22.96%,-9.15%,,,,,SHEL (Singati Hydro Energy Limited),7661800000.0,,9.85,-0.0,-0.0,26.81
-4.06,-1.4,-13.0,-13.18,44.87,-,-,Distribution,162324.0,136432.0,126958.0,134471.0,127260.0,-7.95%,-4.14%,-1.30%,3.30%,,,,,SHPC (Sanima Mai Hydropower),16786989934.0,"[{'id': 1922, 'symbol': 'SHPC', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 0.5263, 'total': 10.526299999999999, 'fiscal_year': '2079/2080'}, {'id': 1923, 'symbol': 'SHPC', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 5.263, 'total': 5.263, 'fiscal_year': '2078/2079'}, {'id': 1924, 'symbol': 'SHPC', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 0.5263, 'total': 10.526299999999999, 'fiscal_year': '2077/2078'}, {'id': 1925, 'symbol': 'SHPC', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 5, 'total': 15, 'fiscal_year': '2076/2077'}, {'id': 1926, 'symbol': 'SHPC', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 0.5263, 'total': 10.526299999999999, 'fiscal_year': '2075/2076'}, {'id': 1927, 'symbol': 'SHPC', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 5, 'total': 15, 'fiscal_year': '2074/2075'}]",15.84,0.04,0.05,31.18
4.35,27.34,73.78,92.56,178.4,-,BY,Distribution,9107.0,17375.0,18297.0,20531.0,33641.0,,,,,,,,,SIKLES (Sikles Hydropower Limited),11832000000.0,"[{'id': 1950, 'symbol': 'SIKLES', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 6, 'total': 6, 'fiscal_year': '2079/2080'}, {'id': 1951, 'symbol': 'SIKLES', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 10.526, 'total': 10.526, 'fiscal_year': '2078/2079'}]",23.42,0.04,0.09,59.44
-0.09,-2.56,-10.33,1.07,27.49,-,SL,Accumulation,32596.0,28635.0,27658.0,28198.0,28188.0,-5.57%,-4.89%,-15.22%,-0.94%,,,,,SJCL (Sanjen Jalavidhyut Company Limited),12764050000.0,,-7.43,-0.03,-0.1,-47.05
-0.64,-0.41,-6.86,11.57,54.56,-,SL,Distribution,3569.0,3764.0,3504.0,3451.0,4325.0,,,,,,,,,SMH (Super Mai Hydropower Limited),5355450000.0,,17.08,0.04,0.09,62.72
-2.12,-9.05,1.05,64.84,123.8,-,SL,Distribution,27163.0,27991.0,32123.0,32247.0,55699.0,1.21%,-4.16%,1.79%,23.27%,,,,,SMHL (Super Madi Hydropower Limited),23262750000.0,"[{'id': 2034, 'symbol': 'SMHL', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 2, 'total': 2, 'fiscal_year': '2079/2080'}]",11.04,0.01,0.04,95.57
17.91,14.76,17.71,23.86,74.6,-,BY,Accumulation,162525.0,123314.0,105898.0,103646.0,83514.0,6.81%,-7.28%,37.16%,37.80%,,,,,SMJC (Sagarmatha Jalabidhyut Company Limited),8064576800.0,,6.67,0.01,0.02,103.06
-0.82,9.36,10.2,9.36,4.3,-,BY,Distribution,97043.0,107228.0,118152.0,140126.0,133216.0,-0.84%,-13.81%,6.87%,22.72%,,,,,SPC (Samling Power Company Limited),3155000000.0,,4.54,-0.02,-0.07,139.1
-2.51,4.7,7.93,10.59,41.0,-,BY,Distribution,126577.0,187452.0,208613.0,244515.0,220414.0,5.07%,-4.44%,7.55%,23.58%,,,,,SPDL (Synergy Power Development Ltd.),4281703387.5,"[{'id': 2038, 'symbol': 'SPDL', 'sector': 'HYDROPOWER', 'bonus': 10, 'cash': 0.5263, 'total': 10.526299999999999, 'fiscal_year': '2077/2078'}, {'id': 2039, 'symbol': 'SPDL', 'sector': 'HYDROPOWER', 'bonus': 4.75, 'cash': 0.25, 'total': 5, 'fiscal_year': '2076/2077'}]",7.43,0.02,0.02,47.61
-2.21,-6.35,6.59,31.98,75.21,-,-,Accumulation,5365.0,5225.0,5649.0,5782.0,8760.0,-0.40%,-5.70%,17.41%,5.64%,,,,,SPHL (Sayapatri Hydropower Limited),2523000000.0,,7.46,-0.0,-0.0,112.66
-3.28,-2.8,-3.38,14.42,51.88,-,SL,Distribution,6854.0,7080.0,7461.0,8744.0,10586.0,-8.50%,-3.44%,-17.07%,-18.84%,,,,,SPL (Shuvam Power Limited),1944000000.0,,4.63,0.06,0.07,209.82
-0.68,1.97,-2.55,0.78,41.84,-,-,Distribution,87555.0,80951.0,76409.0,83238.0,81472.0,-0.31%,-2.70%,-17.02%,2.92%,,,,,SSHL (Shiva Shree Hydropower Ltd),3438535600.0,,-8.34,-0.07,-1.09,-27.93
-1.75,-7.45,5.66,14.73,41.24,-,-,Distribution,72694.0,97681.0,91178.0,90662.0,124096.0,21.16%,-6.08%,18.33%,39.22%,,,,,TAMOR (Sanima Middle Tamor Hydropower Limited),18662000000.0,,16.3,0.02,0.09,34.35
-3.61,1.93,4.48,26.37,8.75,-,-,Distribution,51848.0,55923.0,69043.0,85388.0,79178.0,21.35%,-7.17%,23.18%,37.02%,,,,,TPC (Terhathum Power Company Limited),2340400000.0,,19.88,0.0,0.01,29.43
-2.81,3.22,-6.94,-18.95,76.42,-,SL,Accumulation,9561.0,10031.0,10959.0,12591.0,13700.0,9.94%,1.96%,85.38%,40.54%,,,,,TSHL (Three Star Hydropower Limited),4422650000.0,,2.73,-0.04,-0.15,328.65
-1.36,-2.94,11.95,15.97,5.89,-,SL,Distribution,25537.0,26820.0,27347.0,27633.0,48760.0,19.68%,-8.52%,52.65%,52.65%,,,,,TVCL (Trishuli Jal Vidhyut Company Limited),10395035868.0,,-0.9,-0.08,-0.31,-648.74
3.44,1.46,26.26,81.69,148.76,-,BY,Distribution,22233.0,19635.0,19888.0,17739.0,22798.0,14.24%,4.05%,16.88%,17.81%,,,,,UHEWA (Upper Hewakhola Hydropower Company Limited),4515000000.0,,22.35,0.1,0.28,40.4
-4.45,3.39,28.32,45.0,81.14,-,BY,Distribution,46335.0,50308.0,74638.0,78812.0,69778.0,14.30%,-7.90%,21.44%,20.53%,,,,,ULHC (Upper Lohore Khola Hydropower Company Limited),2956863200.0,,,,,
5.21,14.86,16.89,26.22,54.62,-,BY,Accumulation,253329.0,281473.0,301490.0,313670.0,209171.0,8.70%,-5.48%,3.67%,25.26%,,,,,UMHL (United Modi Hydropower),4946610000.0,"[{'id': 1995, 'symbol': 'UMHL', 'sector': 'HYDROPOWER', 'bonus': 7, 'cash': 0.368, 'total': 7.368, 'fiscal_year': '2078/2079'}, {'id': 1996, 'symbol': 'UMHL', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 5.263, 'total': 5.263, 'fiscal_year': '2076/2077'}, {'id': 1997, 'symbol': 'UMHL', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 8.421, 'total': 8.421, 'fiscal_year': '2075/2076'}, {'id': 1998, 'symbol': 'UMHL', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 5, 'total': 5, 'fiscal_year': '2074/2075'}, {'id': 1999, 'symbol': 'UMHL', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 5, 'total': 5, 'fiscal_year': '2073/2074'}]",5.81,0.02,0.03,69.14
-6.5,-2.35,13.71,43.0,92.68,-,BY,Distribution,138407.0,138258.0,134012.0,126860.0,122016.0,-4.62%,-8.00%,-24.81%,-8.62%,,,,,UMRH (United IDI Mardi RB Hydropower Limited),3123855000.0,"[{'id': 2102, 'symbol': 'UMRH', 'sector': 'HYDROPOWER', 'bonus': 5.5, 'cash': 0.289, 'total': 5.789, 'fiscal_year': '2079/2080'}, {'id': 2103, 'symbol': 'UMRH', 'sector': 'HYDROPOWER', 'bonus': 0, 'cash': 10.526, 'total': 10.526, 'fiscal_year': '2078/2079'}]",21.11,0.03,0.09,33.39
-1.29,5.11,16.05,20.53,34.18,-,BY,Accumulation,108495.0,107067.0,115527.0,134025.0,150741.0,8.54%,-7.69%,4.35%,24.86%,,,,,UNHPL (Union Hydropower Limited),2576250000.0,,5.57,0.02,0.02,61.7
-0.93,4.21,3.85,4.95,39.37,-,BY,Distribution,121123.0,143857.0,147071.0,173845.0,152331.0,,,,,,,,,UPCL (Universal Power Company Ltd),6771391803.0,"[{'id': 2115, 'symbol': 'UPCL', 'sector': 'HYDROPOWER', 'bonus': 8.55, 'cash': 0.45, 'total': 9, 'fiscal_year': '2079/2080'}]",9.98,0.03,0.04,29.77
-0.84,-1.03,-7.76,-14.76,-1.47,-,SL,Distribution,146939.0,147251.0,135357.0,135095.0,147233.0,,,,,,,,,UPPER (Upper Tamakoshi Hydropower Ltd),42571800000.0,,-7.75,-0.04,-0.26,-25.92
-1.81,-7.65,10.58,33.48,83.22,-,-,Accumulation,25358.0,28557.0,32439.0,31725.0,40010.0,18.82%,0.79%,35.29%,43.59%,,,,,USHEC (Upper Solu Hydro Electric Company Limited),9225900000.0,,21.22,0.02,0.05,32.2
-1.8,-0.61,-8.04,36.06,68.42,-,-,Distribution,7128.0,6292.0,6810.0,6687.0,6740.0,,,,,,,,,USHL (Upper Syange Hydropower Limited),1793000000.0,,-13.79,-0.05,-0.17,-59.11
-5.53,-0.95,11.46,11.26,43.07,-,BY,Distribution,43092.0,45693.0,47191.0,45553.0,50982.0,-18.52%,-12.81%,11.32%,11.32%,,,,,VLUCL (Vision Lumbini Urja Company Limited),14362875000.0,,2.75,0.02,0.04,272.96
-1.93,3.65,1.23,-14.14,42.52,-,BY,Distribution,15916.0,12534.0,10907.0,11777.0,12244.0,,,,,9.0,4.0,5.0,50.0,ALBSL (Asha Laghubitta Bittiya Sanstha Ltd),6678784839.3,"[{'id': 925, 'symbol': 'ALBSL', 'sector': 'MICROFINANCE', 'bonus': 14.2857, 'cash': 0.7143, 'total': 15, 'fiscal_year': '2078/2079'}, {'id': 926, 'symbol': 'ALBSL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.3157, 'total': 26.3157, 'fiscal_year': '2077/2078'}, {'id': 927, 'symbol': 'ALBSL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.7894, 'total': 15.7894, 'fiscal_year': '2076/2077'}, {'id': 928, 'symbol': 'ALBSL', 'sector': 'MICROFINANCE', 'bonus': 12, 'cash': 0.6315, 'total': 12.631499999999999, 'fiscal_year': '2075/2076'}]",6.45,0.01,0.12,141.35
-2.14,-0.33,-3.16,18.75,148.72,-,SL,Distribution,1056.0,1084.0,1407.0,1896.0,1560.0,16.48%,3.56%,-6.78%,11.00%,16.0,11.0,6.0,74.0,ANLB (Aatmanirbhar Laghubitta Bittiya Sanstha Limited),3322303710.0,"[{'id': 938, 'symbol': 'ANLB', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 5, 'total': 15, 'fiscal_year': '2079/2080'}]",21.52,0.01,0.04,225.11
-2.13,13.13,5.37,25.89,101.69,-,BY,Accumulation,12831.0,13251.0,14285.0,15213.0,11964.0,,,,,9.0,4.0,0.0,34.0,AVYAN (Aviyan Laghubitta Bittiya Sanstha Limited),2990000000.0,,3.03,0.03,0.26,394.78
-1.81,1.16,-9.95,-14.47,4.3,-,-,Distribution,14184.0,11903.0,11884.0,11465.0,10178.0,-5.04%,-0.83%,-10.08%,-9.23%,17.0,3.0,12.0,138.0,CBBL (Chhimek Laghubitta Bikas Bank),25871625549.0,"[{'id': 986, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 5, 'cash': 10, 'total': 15, 'fiscal_year': '2079/2080'}, {'id': 987, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 22, 'cash': 3.26, 'total': 25.259999999999998, 'fiscal_year': '2078/2079'}, {'id': 988, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 27, 'cash': 3, 'total': 30, 'fiscal_year': '2077/2078'}, {'id': 989, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 22, 'cash': 7, 'total': 29, 'fiscal_year': '2076/2077'}, {'id': 990, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 27.1186, 'cash': 17.2168, 'total': 44.3354, 'fiscal_year': '2075/2076'}, {'id': 991, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 18, 'cash': 22, 'total': 40, 'fiscal_year': '2074/2075'}, {'id': 992, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 19.89, 'cash': 25.11, 'total': 45, 'fiscal_year': '2073/2074'}, {'id': 993, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 40, 'cash': 12.7, 'total': 52.7, 'fiscal_year': '2072/2073'}, {'id': 994, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 40, 'cash': 12.7, 'total': 52.7, 'fiscal_year': '2071/2072'}, {'id': 995, 'symbol': 'CBBL', 'sector': 'MICROFINANCE', 'bonus': 35, 'cash': 10, 'total': 45, 'fiscal_year': '2070/2071'}]",31.84,0.02,0.15,27.3
0.27,19.84,7.89,24.41,58.15,-,BY,Accumulation,15421.0,12843.0,10951.0,11170.0,9639.0,47.35%,18.65%,22.89%,55.29%,,,,,CYCL (CYC Nepal Laghubitta Bittiya Sanstha Limited),4955493840.0,"[{'id': 1055, 'symbol': 'CYCL', 'sector': 'MICROFINANCE', 'bonus': 30, 'cash': 1.58, 'total': 31.58, 'fiscal_year': '2078/2079'}]",32.4,0.01,0.1,57.41
-2.0,4.82,-10.64,-20.74,10.91,-,BY,No Change,16959.0,14731.0,14013.0,12652.0,10639.0,2.16%,3.40%,-2.90%,3.77%,8.0,4.0,6.0,68.0,DDBL (Deprosc Laghubitta),13888443580.0,"[{'id': 1066, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 0.5263, 'total': 10.526299999999999, 'fiscal_year': '2079/2080'}, {'id': 1067, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 11.0526, 'total': 21.052599999999998, 'fiscal_year': '2078/2079'}, {'id': 1068, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.053, 'total': 21.053, 'fiscal_year': '2077/2078'}, {'id': 1069, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 5, 'total': 20, 'fiscal_year': '2076/2077'}, {'id': 1070, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 30, 'cash': 15, 'total': 45, 'fiscal_year': '2075/2076'}, {'id': 1071, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 10, 'total': 20, 'fiscal_year': '2074/2075'}, {'id': 1072, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 16, 'cash': 15, 'total': 31, 'fiscal_year': '2073/2074'}, {'id': 1073, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 35, 'cash': 17.63, 'total': 52.629999999999995, 'fiscal_year': '2072/2073'}, {'id': 1074, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 50, 'cash': 2.63, 'total': 52.63, 'fiscal_year': '2071/2072'}, {'id': 1075, 'symbol': 'DDBL', 'sector': 'MICROFINANCE', 'bonus': 35, 'cash': 15, 'total': 50, 'fiscal_year': '2070/2071'}]",28.8,0.03,0.2,28.27
1.46,-0.37,9.72,49.36,137.09,-,BY,Accumulation,4525.0,4050.0,3596.0,3478.0,6059.0,34.96%,-8.54%,53.72%,90.21%,9.0,4.0,0.0,71.0,DLBS (Dhaulagiri Laghubitta Bittiya Sanstha Limited),2492963000.0,"[{'id': 1076, 'symbol': 'DLBS', 'sector': 'MICROFINANCE', 'bonus': 14.25, 'cash': 0.75, 'total': 15, 'fiscal_year': '2079/2080'}]",3.13,0.01,0.08,598.94
-3.0,11.8,-0.6,2.4,38.57,-,BY,Distribution,79046.0,85736.0,83839.0,78382.0,45717.0,10.54%,11.48%,3.07%,10.48%,21.0,3.0,10.0,125.0,FMDBL (First Micro Finance Development Bank),9933540371.9,"[{'id': 1102, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 7.5, 'cash': 7.5, 'total': 15, 'fiscal_year': '2079/2080'}, {'id': 1103, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 19, 'cash': 1, 'total': 20, 'fiscal_year': '2078/2079'}, {'id': 1104, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 0.53, 'total': 10.53, 'fiscal_year': '2077/2078'}, {'id': 1105, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 9.5, 'cash': 4.1842, 'total': 13.6842, 'fiscal_year': '2076/2077'}, {'id': 1106, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 17, 'cash': 0.89, 'total': 17.89, 'fiscal_year': '2075/2076'}, {'id': 1107, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 12.6316, 'total': 12.6316, 'fiscal_year': '2074/2075'}, {'id': 1108, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.79, 'total': 15.79, 'fiscal_year': '2073/2074'}, {'id': 1109, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.79, 'total': 15.79, 'fiscal_year': '2072/2073'}, {'id': 1110, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.79, 'total': 15.79, 'fiscal_year': '2071/2072'}, {'id': 1111, 'symbol': 'FMDBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 15.79, 'total': 15.79, 'fiscal_year': '2070/2071'}]",7.78,0.02,0.09,103.51
-1.68,2.75,-17.04,-13.73,23.87,-,-,Distribution,3714.0,3426.0,2999.0,3034.0,2997.0,5.84%,11.43%,-9.23%,-6.35%,10.0,8.0,5.0,98.0,FOWAD (Forward Community Microfinance Bittiya Sanstha Ltd.),13232440986.83,"[{'id': 1112, 'symbol': 'FOWAD', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 5, 'total': 30, 'fiscal_year': '2078/2079'}, {'id': 1113, 'symbol': 'FOWAD', 'sector': 'MICROFINANCE', 'bonus': 35, 'cash': 7, 'total': 42, 'fiscal_year': '2077/2078'}, {'id': 1114, 'symbol': 'FOWAD', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 6.58, 'total': 31.58, 'fiscal_year': '2076/2077'}, {'id': 1115, 'symbol': 'FOWAD', 'sector': 'MICROFINANCE', 'bonus': 32.5, 'cash': 12.5, 'total': 45, 'fiscal_year': '2075/2076'}, {'id': 1116, 'symbol': 'FOWAD', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 20, 'total': 45, 'fiscal_year': '2074/2075'}, {'id': 1117, 'symbol': 'FOWAD', 'sector': 'MICROFINANCE', 'bonus': 50, 'cash': 15, 'total': 65, 'fiscal_year': '2073/2074'}]",1.48,0.02,0.12,846.79
-2.39,15.44,8.64,16.03,68.32,-,BY,Distribution,30456.0,29078.0,27246.0,26276.0,19737.0,37.23%,24.27%,35.52%,50.20%,9.0,6.0,12.0,167.0,GBLBS (Grameen Bikas Laghubitta),8880817500.0,,37.63,0.02,0.1,24.02
